"Date","IBM","SP500"
2004-06-02,-0.147472851588684,0.338030681412769
2004-06-03,-0.72502685284641,-0.742228819811724
2004-06-04,0.243440627535849,0.524788651669285
2004-06-07,1.22773880194279,1.59643652561248
2004-06-08,1.58603225376516,0.154329106820293
2004-06-09,0.0524796641301578,-0.949937838169127
2004-06-10,0.419617099396791,0.454332511292028
2004-06-14,-0.430921911726297,-0.983747921194582
2004-06-15,0.511475409836066,0.597179393756279
2004-06-16,-0.169624217118992,0.136924585471856
2004-06-17,0.0653509345183599,-0.133208652387169
2004-06-18,-0.417972831765945,0.26235590300782
2004-06-21,-0.642707240293802,-0.415851703053693
2004-06-22,0.594059405940598,0.363620277802365
2004-06-23,0.853018372703401,0.850662458899328
2004-06-24,-0.871828236824967,-0.298061290491745
2004-06-25,-0.485691782620116,-0.545303116644021
2004-06-28,-0.949742777997624,-0.0952019957159238
2004-06-29,-0.466107337861245,0.251466890192803
2004-06-30,-0.160556596200148,0.408378806548132
2004-07-01,-0.737067810238557,-1.04309105571332
2004-07-02,-0.526528959092732,-0.31534005350151
2004-07-06,-1.53365906623237,-0.814835877659108
2004-07-07,-0.413507925568569,0.189928418487551
2004-07-08,-1.99307958477508,-0.8244435899958
2004-07-09,0.282445982205907,0.333600815067941
2004-07-12,0.253485424588076,0.138388404130082
2004-07-13,1.37659783677483,0.0708933458967282
2004-07-14,-1.31633642787862,-0.329106659253553
2004-07-15,-0.140409997191792,-0.430061090267841
2004-07-16,0.309336332958379,-0.478905565244102
2004-07-19,1.21951219512194,-0.0444892363286401
2004-07-20,1.23251627198449,0.705786174947768
2004-07-21,-1.21751025991792,-1.33403086581219
2004-07-22,0.886303836033791,0.270596409112499
2004-07-23,-1.40013726835964,-0.970059443492203
2004-07-26,0.278435194208552,-0.196096483152284
2004-07-27,0.930167985561574,0.992555831265508
2004-07-28,-0.0412654745529589,0.0538896449677252
2004-07-29,1.07334525939177,0.457358821274031
2004-07-30,0.353982300884943,0.117226902210951
2004-08-02,-0.447700447700445,0.444759103946544
2004-08-03,-1.1310983919324,-0.626231226617975
2004-08-04,0.303239145416952,-0.0963908010439256
2004-08-05,-0.906967156795378,-1.63203262244796
2004-08-06,-1.78893357370685,-1.54807069491996
2004-08-09,0.084721829991531,0.117484515540852
2004-08-10,1.72121896162528,1.29738457783368
2004-08-11,-1.53952843273232,-0.301193653618031
2004-08-12,-1.76081138188477,-1.16751410591286
2004-08-13,2.0648121594494,0.147663252541777
2004-08-16,0.126440011239097,1.36551465063861
2004-08-17,0.0280622983022453,0.219578631385858
2004-08-18,1.30453078973207,1.2443261132836
2004-08-19,-0.290778177790077,-0.359761498214894
2004-08-20,0.430495764477139,0.652474730350145
2004-08-23,-0.705199115044235,-0.243091910593148
2004-08-24,0.0696281854894822,0.046546436915887
2004-08-25,0.431394377957142,0.800043788029446
2004-08-26,-0.457253706526255,0.0117651317694651
2004-08-27,0.292316258351884,0.24251418436508
2004-08-30,-0.624566273421239,-0.778139866578793
2004-08-31,0.33519553072627,0.463085111222301
2004-09-01,-0.556792873051233,0.151235238716228
2004-09-02,0.419932810750276,1.12124856453056
2004-09-03,-0.209088374686356,-0.418488612281017
2004-09-07,0.68445313591283,0.688738629526849
2004-09-08,1.05438401775805,-0.448586462142154
2004-09-09,0.67270730367929,0.189022369140094
2004-09-10,0.368198554479744,0.495359359072941
2004-09-13,-0.312499999999986,0.169051178019776
2004-09-14,0.258961428376718,0.222948606349149
2004-09-15,-0.394235997824913,-0.705467372134042
2004-09-16,-0.286611164187244,0.279371993180834
2004-09-17,-0.451683547768955,0.449488206497548
2004-09-20,-0.0412484531830072,-0.562668911435019
